Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-01-15,3121,Battery 200Ah,Installation,9,375880,Ibadan,Tunde,No,Transfer,3382920,
2024-10-18,4582,Solar Panel 300W,Product Purchase,4,302119,Abuja,John,Yes,Transfer,1208476,2024-10-24
2024-11-14,5197,Battery 200Ah,Product Purchase,3,407038,Enugu,Michael,Yes,Online Gateway,1221114,2024-11-15
2024-11-20,6700,Solar Panel 500W,Repair,8,118425,Enugu,Michael,Yes,Online Gateway,947400,2024-12-03
2024-08-01,8232,Accessories,Site Inspection,4,48096,Kano,John,No,Cash,192384,
2024-07-26,5288,Solar Panel 500W,Repair,3,363794,Lagos,Ada,No,POS,1091382,
2024-06-17,2085,Inverter 3.5kVA,Site Inspection,4,303491,Lagos,John,No,Cash,1213964,
2024-11-25,9645,Battery 200Ah,Site Inspection,2,62486,Kano,Tunde,No,Transfer,124972,
2024-10-06,3621,Solar Panel 300W,Product Purchase,4,82148,Kano,Tunde,No,Cash,328592,
2024-10-31,9810,Solar Panel 300W,Installation,7,371429,Enugu,Tunde,Yes,Cash,2600003,2024-11-11
2024-05-25,9828,Accessories,Maintenance,3,437219,Enugu,Ada,Yes,Online Gateway,1311657,2024-06-07
2024-09-19,3348,Solar Panel 300W,Installation,1,308026,Enugu,Michael,No,Transfer,308026,
2024-01-04,5874,Inverter 3.5kVA,Maintenance,8,199469,Port Harcourt,Tunde,Yes,Transfer,1595752,2024-01-17
2024-03-30,4036,Charge Controller,Product Purchase,6,17004,Port Harcourt,Tunde,Yes,POS,102024,2024-04-01
2024-02-29,3349,Solar Panel 300W,Maintenance,3,120073,Port Harcourt,John,Yes,POS,360219,2024-03-03
2024-11-06,6743,Accessories,Site Inspection,8,168080,Kano,Michael,No,Online Gateway,1344640,
2024-01-16,5432,Solar Panel 500W,Repair,6,201943,Port Harcourt,Tunde,No,Transfer,1211658,
2024-08-14,7175,Solar Panel 300W,Maintenance,1,362074,Lagos,Tunde,Yes,POS,362074,2024-08-15
2024-01-29,8265,Solar Panel 300W,Installation,9,215853,Kano,John,Yes,POS,1942677,2024-02-03
2024-05-30,7103,Solar Panel 300W,Product Purchase,9,286944,Lagos,John,Yes,Cash,2582496,2024-06-06
2024-09-01,8358,Accessories,Product Purchase,9,329414,Kano,Stella,Yes,Cash,2964726,2024-09-04
2024-09-26,3031,Charge Controller,Repair,6,195007,Abuja,John,No,POS,1170042,
2024-03-19,2249,Solar Panel 300W,Site Inspection,6,113665,Lagos,John,No,Cash,681990,
2024-10-15,7808,Charge Controller,Site Inspection,4,246797,Kano,Stella,Yes,Cash,987188,2024-10-20
2024-06-01,4556,Charge Controller,Product Purchase,8,62874,Ibadan,Tunde,Yes,Transfer,502992,2024-06-10
2024-10-03,9519,Inverter 3.5kVA,Site Inspection,9,314102,Kano,Grace,No,POS,2826918,
2024-10-05,9988,Solar Panel 500W,Repair,7,448252,Abuja,John,No,POS,3137764,
2024-02-26,6299,Solar Panel 300W,Product Purchase,7,313373,Kano,Ada,No,Online Gateway,2193611,
2024-07-04,4094,Solar Panel 300W,Site Inspection,2,231973,Abuja,Stella,Yes,Online Gateway,463946,2024-07-07
2024-04-02,3977,Solar Panel 300W,Maintenance,2,225514,Port Harcourt,Grace,Yes,Transfer,451028,2024-04-11
2024-10-02,1962,Charge Controller,Maintenance,2,30289,Lagos,Grace,No,Transfer,60578,
2024-06-06,6725,Battery 200Ah,Site Inspection,4,287465,Abuja,Stella,No,Transfer,1149860,
2024-10-01,6489,Solar Panel 500W,Maintenance,9,375441,Ibadan,Grace,No,Cash,3378969,
2024-06-29,2268,Accessories,Repair,5,167184,Lagos,Tunde,Yes,Transfer,835920,2024-07-11
2024-12-24,6279,Solar Panel 300W,Installation,2,287796,Kano,Grace,Yes,Online Gateway,575592,2024-12-28
2024-03-17,1372,Battery 200Ah,Repair,4,426650,Kano,Grace,No,Transfer,1706600,
2024-05-30,5380,Battery 200Ah,Repair,7,273060,Abuja,John,No,Online Gateway,1911420,
2024-08-25,8617,Battery 200Ah,Site Inspection,5,101179,Ibadan,Ada,Yes,Online Gateway,505895,2024-09-05
2024-10-15,7279,Solar Panel 500W,Repair,8,281856,Abuja,Tunde,Yes,Transfer,2254848,2024-10-20
2024-08-18,1095,Battery 200Ah,Site Inspection,1,24560,Ibadan,John,Yes,Transfer,24560,2024-08-30
2024-01-18,5369,Accessories,Product Purchase,5,121331,Enugu,Tunde,Yes,Cash,606655,2024-01-19
2024-03-13,4941,Solar Panel 300W,Site Inspection,4,68413,Abuja,Grace,Yes,POS,273652,2024-03-17
2024-07-07,8021,Accessories,Site Inspection,3,354018,Port Harcourt,Stella,No,Transfer,1062054,
2024-01-17,4944,Solar Panel 300W,Product Purchase,7,365267,Port Harcourt,Stella,Yes,Online Gateway,2556869,2024-01-19
2024-01-19,6868,Inverter 3.5kVA,Installation,1,70016,Port Harcourt,John,No,Online Gateway,70016,
2024-08-06,6396,Charge Controller,Product Purchase,6,37909,Abuja,Tunde,Yes,Transfer,227454,2024-08-10
2024-11-21,9041,Battery 200Ah,Site Inspection,8,308960,Lagos,Grace,No,POS,2471680,
2024-04-29,1131,Accessories,Maintenance,2,226733,Kano,John,No,POS,453466,
2024-04-10,8290,Charge Controller,Site Inspection,6,367916,Lagos,Grace,No,Transfer,2207496,
2024-02-03,7516,Charge Controller,Product Purchase,1,429842,Kano,Michael,Yes,Transfer,429842,2024-02-16
2024-03-24,6906,Charge Controller,Site Inspection,6,35946,Ibadan,John,No,POS,215676,
2024-07-14,1807,Charge Controller,Product Purchase,6,415672,Port Harcourt,Grace,No,Online Gateway,2494032,
2024-11-25,1050,Charge Controller,Repair,5,335003,Port Harcourt,Michael,No,Transfer,1675015,
2024-07-20,6277,Solar Panel 300W,Installation,7,341112,Kano,Stella,Yes,Cash,2387784,2024-07-29
2024-12-09,1055,Solar Panel 500W,Installation,5,152452,Port Harcourt,Ada,Yes,Transfer,762260,2024-12-15
2024-12-06,4664,Battery 200Ah,Product Purchase,8,367427,Lagos,Stella,Yes,Transfer,2939416,2024-12-08
2024-01-11,1743,Battery 200Ah,Installation,2,61464,Abuja,Ada,No,Cash,122928,
2024-12-12,7030,Solar Panel 300W,Maintenance,6,376917,Port Harcourt,Tunde,No,POS,2261502,
2024-08-05,9131,Accessories,Maintenance,5,442157,Enugu,Ada,No,POS,2210785,
2024-09-09,1079,Solar Panel 300W,Installation,2,160119,Port Harcourt,Tunde,No,POS,320238,
2024-08-09,3966,Charge Controller,Product Purchase,7,314578,Enugu,Michael,Yes,Transfer,2202046,2024-08-10
2024-03-20,4728,Solar Panel 500W,Maintenance,4,118204,Ibadan,Tunde,No,POS,472816,
2024-01-07,5536,Battery 200Ah,Installation,6,212782,Abuja,John,No,Cash,1276692,
2024-09-28,1125,Accessories,Site Inspection,5,231736,Kano,John,No,Cash,1158680,
2024-08-14,6813,Inverter 3.5kVA,Maintenance,4,215816,Abuja,Grace,No,Transfer,863264,
2024-01-16,9410,Solar Panel 300W,Repair,2,323455,Abuja,John,Yes,POS,646910,2024-01-25
2024-01-12,1947,Inverter 3.5kVA,Maintenance,7,221741,Kano,Stella,Yes,POS,1552187,2024-01-19
2024-10-17,1594,Battery 200Ah,Installation,5,382079,Abuja,Grace,Yes,Cash,1910395,2024-10-21
2024-08-28,6030,Solar Panel 300W,Installation,3,317013,Ibadan,John,Yes,POS,951039,2024-09-05
2024-01-21,1140,Battery 200Ah,Installation,6,368653,Enugu,Tunde,No,Cash,2211918,
2024-06-26,4055,Solar Panel 300W,Product Purchase,8,417105,Lagos,Tunde,Yes,Transfer,3336840,2024-07-04
2024-08-15,5205,Accessories,Product Purchase,2,147846,Abuja,Tunde,Yes,Cash,295692,2024-08-21
2024-09-29,6171,Battery 200Ah,Site Inspection,4,36750,Lagos,John,Yes,POS,147000,2024-10-02
2024-10-14,8782,Inverter 3.5kVA,Site Inspection,3,157475,Ibadan,Grace,Yes,Cash,472425,2024-10-26
2024-10-23,3660,Solar Panel 500W,Maintenance,7,242951,Ibadan,Michael,No,POS,1700657,
2024-05-13,7856,Accessories,Installation,8,445047,Abuja,Michael,No,Online Gateway,3560376,
2024-10-09,7089,Accessories,Site Inspection,8,238938,Port Harcourt,Stella,No,Transfer,1911504,
2024-06-01,6318,Solar Panel 300W,Installation,4,334419,Abuja,Tunde,No,Online Gateway,1337676,
2024-03-06,3552,Inverter 3.5kVA,Maintenance,2,43910,Lagos,Tunde,Yes,Cash,87820,2024-03-19
2024-05-16,4611,Battery 200Ah,Product Purchase,6,403077,Ibadan,Stella,Yes,Online Gateway,2418462,2024-05-30
2024-04-01,9062,Inverter 3.5kVA,Site Inspection,3,199832,Lagos,Tunde,No,Transfer,599496,
2024-11-12,2040,Accessories,Repair,8,214288,Lagos,Ada,Yes,Transfer,1714304,2024-11-14
2024-09-15,9506,Solar Panel 300W,Repair,3,103664,Kano,Grace,No,Cash,310992,
2024-04-12,8603,Inverter 3.5kVA,Repair,2,280747,Ibadan,Stella,Yes,Online Gateway,561494,2024-04-14
2024-02-24,5172,Battery 200Ah,Repair,9,165800,Ibadan,Tunde,No,Cash,1492200,
2024-09-13,3946,Charge Controller,Repair,9,225096,Lagos,Stella,No,Cash,2025864,
2024-04-10,4236,Accessories,Repair,9,106541,Enugu,Ada,No,Transfer,958869,
2024-07-16,4680,Solar Panel 500W,Repair,3,140041,Ibadan,Ada,Yes,Cash,420123,2024-07-20
2024-10-27,5807,Solar Panel 500W,Site Inspection,2,44600,Enugu,Grace,No,POS,89200,
2024-08-13,2537,Accessories,Repair,4,348593,Enugu,John,No,POS,1394372,
2024-08-24,4872,Charge Controller,Repair,2,318130,Abuja,Tunde,No,POS,636260,
2024-01-26,2867,Solar Panel 300W,Maintenance,8,297299,Kano,Grace,No,POS,2378392,
2024-04-30,2161,Inverter 3.5kVA,Site Inspection,1,139321,Abuja,Ada,Yes,Transfer,139321,2024-05-07
2024-06-30,4920,Inverter 3.5kVA,Maintenance,2,316654,Port Harcourt,Ada,Yes,Transfer,633308,2024-07-05
2024-07-17,6693,Charge Controller,Installation,6,240871,Port Harcourt,Grace,Yes,Online Gateway,1445226,2024-07-19
2024-10-28,4882,Charge Controller,Repair,9,323685,Enugu,Ada,No,Transfer,2913165,
2024-09-11,8738,Battery 200Ah,Product Purchase,5,205643,Lagos,John,No,POS,1028215,
2024-05-01,9456,Battery 200Ah,Repair,5,253134,Enugu,Tunde,No,Transfer,1265670,
2024-01-31,7331,Solar Panel 500W,Repair,3,344203,Port Harcourt,Stella,No,Transfer,1032609,
2024-11-10,6182,Solar Panel 300W,Maintenance,8,148436,Abuja,John,No,POS,1187488,
2024-10-11,2526,Solar Panel 300W,Installation,6,333897,Port Harcourt,Tunde,Yes,Cash,2003382,2024-10-16
2024-04-15,9131,Charge Controller,Maintenance,2,380800,Lagos,Ada,Yes,Transfer,761600,2024-04-26
2024-08-11,5394,Solar Panel 500W,Site Inspection,5,347734,Ibadan,John,No,Transfer,1738670,
2024-09-29,2158,Solar Panel 500W,Installation,4,375383,Kano,Michael,No,Online Gateway,1501532,
2024-08-19,5367,Battery 200Ah,Installation,9,84501,Lagos,Michael,No,Cash,760509,
2024-09-12,5630,Inverter 3.5kVA,Installation,4,215300,Lagos,Ada,No,Transfer,861200,
2024-01-24,4513,Solar Panel 300W,Maintenance,8,52849,Lagos,Tunde,No,POS,422792,
2024-04-18,2144,Solar Panel 500W,Repair,1,16773,Abuja,Tunde,No,Cash,16773,
2024-07-09,1068,Battery 200Ah,Repair,5,133578,Ibadan,John,Yes,Transfer,667890,2024-07-15
2024-12-12,4717,Battery 200Ah,Repair,9,169992,Lagos,Michael,No,Transfer,1529928,
2024-01-25,5723,Battery 200Ah,Repair,3,342322,Ibadan,Tunde,Yes,Online Gateway,1026966,2024-01-29
2024-07-05,5213,Inverter 3.5kVA,Repair,6,268095,Enugu,John,Yes,Online Gateway,1608570,2024-07-13
2024-10-14,7413,Solar Panel 500W,Site Inspection,6,245467,Lagos,John,No,Transfer,1472802,
2024-04-25,4466,Charge Controller,Product Purchase,6,95648,Abuja,Michael,Yes,Online Gateway,573888,2024-05-02
2024-12-03,4026,Charge Controller,Installation,4,301647,Lagos,Ada,No,Online Gateway,1206588,
2024-12-31,7998,Battery 200Ah,Product Purchase,7,152178,Enugu,John,No,Transfer,1065246,
2024-02-06,3747,Battery 200Ah,Site Inspection,3,335234,Port Harcourt,Ada,No,POS,1005702,
2024-10-08,8271,Inverter 3.5kVA,Repair,6,155838,Abuja,Michael,No,Online Gateway,935028,
2024-05-16,7171,Battery 200Ah,Site Inspection,5,225574,Lagos,John,Yes,Cash,1127870,2024-05-25
2024-08-14,4855,Accessories,Site Inspection,3,379888,Lagos,Stella,No,Online Gateway,1139664,
2024-11-15,9753,Solar Panel 500W,Product Purchase,2,67753,Lagos,Michael,Yes,POS,135506,2024-11-16
2024-11-23,3203,Battery 200Ah,Installation,1,172747,Port Harcourt,Michael,Yes,POS,172747,2024-11-27
2024-06-30,4419,Battery 200Ah,Maintenance,8,51284,Port Harcourt,Stella,No,Transfer,410272,
2024-12-27,2144,Solar Panel 500W,Maintenance,1,420213,Lagos,Michael,No,Transfer,420213,
2024-03-26,3699,Solar Panel 300W,Installation,5,329148,Port Harcourt,Stella,No,Transfer,1645740,
2024-02-22,1560,Accessories,Repair,5,359655,Lagos,Stella,Yes,Cash,1798275,2024-02-29
2024-12-13,2187,Accessories,Site Inspection,1,212300,Port Harcourt,Michael,No,POS,212300,
2024-12-20,4133,Charge Controller,Repair,9,158056,Ibadan,Stella,No,POS,1422504,
2024-08-22,4411,Battery 200Ah,Site Inspection,5,39984,Enugu,Stella,No,POS,199920,
2024-09-23,2689,Solar Panel 500W,Maintenance,9,364464,Lagos,Michael,Yes,Cash,3280176,2024-10-05
2024-10-13,5407,Charge Controller,Installation,6,351276,Enugu,Stella,Yes,Online Gateway,2107656,2024-10-23
2024-04-09,3423,Inverter 3.5kVA,Product Purchase,7,144145,Lagos,Ada,No,Online Gateway,1009015,
2024-03-27,2369,Solar Panel 300W,Product Purchase,7,102895,Kano,Michael,No,Transfer,720265,
2024-01-15,7007,Battery 200Ah,Installation,2,232734,Kano,Michael,No,Online Gateway,465468,
2024-04-10,7728,Solar Panel 300W,Maintenance,5,393315,Abuja,Ada,No,Transfer,1966575,
2024-06-13,9772,Battery 200Ah,Site Inspection,2,79176,Ibadan,Tunde,Yes,Cash,158352,2024-06-16
2024-01-29,1976,Battery 200Ah,Product Purchase,4,418530,Ibadan,Grace,Yes,Cash,1674120,2024-02-09
2024-04-23,5272,Battery 200Ah,Maintenance,3,105976,Abuja,John,No,Online Gateway,317928,
2024-04-16,7497,Solar Panel 300W,Installation,6,344264,Kano,Stella,Yes,Transfer,2065584,2024-04-17
2024-12-29,1118,Accessories,Repair,5,350093,Abuja,Grace,Yes,Online Gateway,1750465,2025-01-06
2024-05-09,2542,Inverter 3.5kVA,Maintenance,1,294270,Kano,Stella,No,Online Gateway,294270,
2024-03-24,5862,Accessories,Maintenance,2,420246,Lagos,Grace,Yes,Online Gateway,840492,2024-03-27
2024-09-27,4043,Solar Panel 500W,Repair,7,404775,Enugu,John,No,POS,2833425,
2024-08-31,1972,Solar Panel 500W,Maintenance,9,155127,Abuja,Stella,Yes,Transfer,1396143,2024-09-01
2024-08-01,1915,Accessories,Product Purchase,1,35366,Port Harcourt,Grace,No,Cash,35366,
2024-11-01,7621,Inverter 3.5kVA,Product Purchase,4,363110,Enugu,Stella,Yes,Cash,1452440,2024-11-14
2024-06-14,1586,Inverter 3.5kVA,Product Purchase,3,45214,Kano,Ada,No,Online Gateway,135642,
2024-10-05,9542,Battery 200Ah,Maintenance,5,313596,Lagos,Ada,Yes,Transfer,1567980,2024-10-19
2024-02-28,6625,Battery 200Ah,Maintenance,5,322495,Port Harcourt,Grace,Yes,Online Gateway,1612475,2024-03-02
2024-03-30,8354,Solar Panel 500W,Maintenance,2,145885,Port Harcourt,Ada,Yes,Online Gateway,291770,2024-04-03
2024-11-26,5591,Battery 200Ah,Installation,5,372603,Ibadan,Ada,No,Online Gateway,1863015,
2024-07-12,3562,Battery 200Ah,Repair,4,385790,Kano,Michael,Yes,POS,1543160,2024-07-15
2024-05-02,7839,Inverter 3.5kVA,Maintenance,1,83373,Lagos,Stella,Yes,Cash,83373,2024-05-13
2024-05-15,9464,Solar Panel 300W,Repair,1,411644,Kano,John,Yes,Cash,411644,2024-05-29
2024-05-18,3927,Accessories,Site Inspection,1,366108,Lagos,Stella,Yes,Online Gateway,366108,2024-05-31
2024-08-16,7195,Charge Controller,Product Purchase,8,148265,Enugu,Michael,Yes,Cash,1186120,2024-08-17
2024-09-30,7276,Charge Controller,Installation,3,34722,Kano,Michael,Yes,Transfer,104166,2024-10-04
2024-02-19,5290,Battery 200Ah,Repair,9,410382,Enugu,Stella,Yes,Transfer,3693438,2024-02-23
2024-04-27,6882,Battery 200Ah,Product Purchase,2,65678,Port Harcourt,Grace,No,Cash,131356,
2024-07-20,7446,Accessories,Installation,9,203679,Ibadan,Stella,Yes,Online Gateway,1833111,2024-07-25
2024-07-09,6167,Charge Controller,Product Purchase,9,244066,Enugu,Ada,Yes,Online Gateway,2196594,2024-07-13
2024-12-29,2522,Inverter 3.5kVA,Maintenance,4,227026,Abuja,Michael,No,Transfer,908104,
2024-11-18,1561,Charge Controller,Maintenance,4,428018,Kano,Stella,No,POS,1712072,
2024-06-29,4540,Charge Controller,Product Purchase,4,75380,Port Harcourt,John,No,Transfer,301520,
2024-03-18,2479,Charge Controller,Installation,1,34096,Abuja,John,No,Cash,34096,
2024-03-15,7677,Battery 200Ah,Product Purchase,5,275281,Enugu,Ada,No,Online Gateway,1376405,
2024-10-21,2205,Battery 200Ah,Site Inspection,6,79626,Abuja,Ada,No,POS,477756,
2024-10-07,7660,Accessories,Installation,4,196010,Abuja,Stella,No,Transfer,784040,
2024-01-21,9848,Charge Controller,Installation,8,380436,Enugu,John,No,Cash,3043488,
2024-06-19,1589,Battery 200Ah,Product Purchase,3,256537,Port Harcourt,Grace,Yes,Cash,769611,2024-06-26
2024-01-15,5326,Accessories,Repair,9,189441,Enugu,Michael,No,Online Gateway,1704969,
2024-07-29,5904,Charge Controller,Product Purchase,7,321150,Lagos,Tunde,Yes,Online Gateway,2248050,2024-08-05
2024-02-17,7421,Inverter 3.5kVA,Repair,8,326531,Abuja,John,No,POS,2612248,
2024-03-26,4759,Battery 200Ah,Installation,7,258129,Ibadan,Michael,Yes,Online Gateway,1806903,2024-04-03
2024-05-28,9939,Solar Panel 300W,Maintenance,9,159961,Lagos,John,Yes,Transfer,1439649,2024-06-08
2024-07-06,9655,Accessories,Maintenance,2,395166,Port Harcourt,Stella,No,Transfer,790332,
2024-11-01,9945,Battery 200Ah,Product Purchase,4,163530,Abuja,Tunde,No,Online Gateway,654120,
2024-05-30,6936,Inverter 3.5kVA,Repair,2,125942,Port Harcourt,Tunde,No,Online Gateway,251884,
2024-05-20,9774,Inverter 3.5kVA,Product Purchase,8,355384,Port Harcourt,Stella,No,Transfer,2843072,
2024-03-09,3205,Battery 200Ah,Site Inspection,2,222690,Abuja,Stella,No,Transfer,445380,
2024-09-16,5114,Solar Panel 500W,Product Purchase,8,441727,Port Harcourt,Ada,No,POS,3533816,
2024-11-29,5027,Accessories,Product Purchase,6,240127,Ibadan,Michael,Yes,Cash,1440762,2024-12-06
2024-01-09,5816,Charge Controller,Product Purchase,7,360069,Ibadan,Grace,Yes,Cash,2520483,2024-01-23
2024-04-30,8188,Charge Controller,Product Purchase,6,23204,Kano,Michael,Yes,Cash,139224,2024-05-08
2024-04-10,3808,Inverter 3.5kVA,Repair,9,202248,Abuja,Ada,Yes,Transfer,1820232,2024-04-24
2024-05-28,4603,Battery 200Ah,Repair,4,363965,Abuja,Michael,No,Transfer,1455860,
2024-05-25,4913,Solar Panel 500W,Repair,1,182443,Abuja,Tunde,No,Transfer,182443,
2024-12-18,2419,Accessories,Site Inspection,9,312172,Kano,John,No,Transfer,2809548,
2024-08-30,3167,Solar Panel 300W,Site Inspection,8,142245,Enugu,Tunde,Yes,Cash,1137960,2024-09-10
2024-08-28,3144,Charge Controller,Product Purchase,1,335471,Ibadan,Ada,No,Cash,335471,
2024-12-02,3167,Accessories,Repair,6,243391,Ibadan,Michael,No,POS,1460346,
2024-02-12,6891,Accessories,Site Inspection,4,284958,Abuja,Michael,Yes,POS,1139832,2024-02-15
2024-04-04,7536,Solar Panel 500W,Maintenance,2,306589,Port Harcourt,John,No,Transfer,613178,
2024-08-13,2166,Accessories,Product Purchase,3,336447,Lagos,Grace,No,POS,1009341,
2024-01-06,4575,Charge Controller,Installation,9,353100,Lagos,John,No,Cash,3177900,
2024-08-01,3841,Battery 200Ah,Repair,5,352634,Abuja,John,Yes,Cash,1763170,2024-08-04
2024-07-24,2870,Charge Controller,Product Purchase,7,351888,Abuja,Tunde,Yes,Cash,2463216,2024-08-01
2024-03-07,3886,Solar Panel 300W,Product Purchase,2,361217,Ibadan,Ada,No,Cash,722434,
2024-04-09,1159,Battery 200Ah,Installation,8,30168,Ibadan,Ada,Yes,Online Gateway,241344,2024-04-16
2024-01-12,8243,Inverter 3.5kVA,Maintenance,3,117886,Port Harcourt,Ada,No,Transfer,353658,
2024-08-24,4763,Solar Panel 500W,Site Inspection,1,199723,Ibadan,Tunde,Yes,Transfer,199723,2024-09-06
2024-11-17,2055,Charge Controller,Site Inspection,8,379933,Lagos,Stella,Yes,Online Gateway,3039464,2024-11-20
2024-09-14,1333,Battery 200Ah,Installation,9,310519,Lagos,Michael,Yes,POS,2794671,2024-09-21
2024-12-02,4596,Accessories,Installation,8,248420,Ibadan,Tunde,No,Transfer,1987360,
2024-05-14,8607,Battery 200Ah,Site Inspection,1,113086,Lagos,Ada,Yes,POS,113086,2024-05-23
2024-08-09,2362,Charge Controller,Maintenance,7,305938,Enugu,Tunde,Yes,Cash,2141566,2024-08-12
2024-06-04,1925,Inverter 3.5kVA,Maintenance,7,17836,Lagos,Tunde,Yes,POS,124852,2024-06-10
2024-05-21,6519,Charge Controller,Product Purchase,4,207548,Lagos,Grace,Yes,Transfer,830192,2024-05-28
2024-06-06,3443,Inverter 3.5kVA,Installation,8,422307,Lagos,Stella,Yes,Transfer,3378456,2024-06-16
2024-11-21,4980,Accessories,Installation,5,269661,Kano,Grace,No,Cash,1348305,
2024-12-09,8260,Charge Controller,Installation,4,441750,Abuja,John,No,Transfer,1767000,
2024-09-18,2419,Battery 200Ah,Site Inspection,5,289934,Port Harcourt,Grace,Yes,Cash,1449670,2024-09-23
2024-10-09,1059,Solar Panel 300W,Site Inspection,2,239148,Kano,Grace,No,Transfer,478296,
2024-12-03,3524,Solar Panel 300W,Site Inspection,4,62700,Port Harcourt,Ada,Yes,Cash,250800,2024-12-05
2024-12-09,4797,Accessories,Maintenance,8,255592,Kano,Tunde,No,POS,2044736,
2024-08-16,2578,Battery 200Ah,Site Inspection,7,186462,Kano,John,Yes,POS,1305234,2024-08-20
2024-10-06,8201,Solar Panel 300W,Product Purchase,8,196974,Port Harcourt,Michael,Yes,Online Gateway,1575792,2024-10-10
2024-12-23,1707,Accessories,Site Inspection,7,76292,Abuja,Michael,Yes,Cash,534044,2025-01-02
2024-10-16,9165,Inverter 3.5kVA,Maintenance,7,428269,Ibadan,Michael,Yes,POS,2997883,2024-10-19
2024-06-16,6277,Battery 200Ah,Installation,7,48161,Kano,Tunde,Yes,Online Gateway,337127,2024-06-29
2024-02-16,2780,Inverter 3.5kVA,Product Purchase,2,302313,Abuja,Tunde,Yes,Transfer,604626,2024-02-18
2024-07-21,3413,Battery 200Ah,Maintenance,3,370137,Ibadan,Stella,Yes,Cash,1110411,2024-08-02
2024-08-01,8750,Inverter 3.5kVA,Repair,1,89613,Port Harcourt,Ada,No,POS,89613,
2024-09-02,3161,Inverter 3.5kVA,Installation,2,18052,Kano,John,No,POS,36104,
2024-01-24,9800,Solar Panel 300W,Site Inspection,6,449680,Ibadan,Grace,No,Online Gateway,2698080,
2024-11-16,1308,Battery 200Ah,Maintenance,2,233228,Abuja,Michael,Yes,Online Gateway,466456,2024-11-19
2024-09-30,6439,Charge Controller,Repair,1,198974,Ibadan,John,Yes,Online Gateway,198974,2024-10-07
2024-02-13,5307,Solar Panel 300W,Maintenance,8,278921,Port Harcourt,Stella,No,Transfer,2231368,
2024-11-27,3364,Inverter 3.5kVA,Site Inspection,9,103853,Ibadan,Michael,No,POS,934677,
2024-11-08,1184,Inverter 3.5kVA,Maintenance,7,158701,Lagos,John,No,Online Gateway,1110907,
2024-12-28,6324,Charge Controller,Repair,3,272449,Kano,Ada,Yes,POS,817347,2025-01-03
2024-06-04,6483,Charge Controller,Maintenance,1,252701,Abuja,Ada,No,Cash,252701,
2024-07-17,1245,Inverter 3.5kVA,Product Purchase,4,415036,Enugu,Stella,Yes,Transfer,1660144,2024-07-31
2024-06-10,9430,Charge Controller,Product Purchase,3,289643,Abuja,John,No,POS,868929,
2024-08-21,9183,Solar Panel 500W,Site Inspection,3,80029,Kano,Stella,No,Cash,240087,
2024-06-11,6924,Solar Panel 300W,Repair,2,212192,Kano,Stella,No,POS,424384,
2024-04-25,1519,Battery 200Ah,Repair,3,270388,Lagos,Stella,No,Cash,811164,
2024-04-02,4907,Charge Controller,Repair,5,351228,Lagos,Tunde,Yes,Transfer,1756140,2024-04-03
2024-02-11,1276,Charge Controller,Repair,4,226396,Abuja,Ada,No,Transfer,905584,
2024-10-10,6101,Solar Panel 500W,Repair,1,383050,Enugu,Tunde,Yes,Transfer,383050,2024-10-24
2024-07-28,9797,Battery 200Ah,Installation,1,184036,Ibadan,Grace,Yes,POS,184036,2024-08-07
2024-07-24,5573,Solar Panel 500W,Maintenance,1,223154,Enugu,Tunde,Yes,POS,223154,2024-08-04
2024-08-07,5603,Battery 200Ah,Repair,9,418158,Kano,Ada,Yes,Cash,3763422,2024-08-20
2024-10-06,5053,Solar Panel 300W,Product Purchase,9,262460,Lagos,Stella,Yes,Transfer,2362140,2024-10-11
2024-05-15,7812,Charge Controller,Maintenance,9,90437,Lagos,John,No,Transfer,813933,
2024-04-15,7073,Solar Panel 300W,Site Inspection,4,18681,Lagos,Stella,No,Cash,74724,
2024-04-27,1141,Battery 200Ah,Site Inspection,4,416944,Ibadan,Stella,No,Cash,1667776,
2024-08-24,2717,Charge Controller,Repair,7,197692,Abuja,Tunde,No,Online Gateway,1383844,
2024-11-04,8313,Solar Panel 500W,Installation,3,383790,Enugu,John,Yes,POS,1151370,2024-11-05
2024-04-09,6714,Inverter 3.5kVA,Installation,3,287091,Abuja,Ada,No,Transfer,861273,
2024-09-17,1399,Solar Panel 500W,Maintenance,4,129251,Lagos,Michael,No,POS,517004,
2024-10-31,5763,Inverter 3.5kVA,Installation,6,228879,Ibadan,Ada,No,Cash,1373274,
2024-12-19,7255,Solar Panel 500W,Site Inspection,1,58955,Ibadan,John,Yes,Transfer,58955,2024-12-23
2024-10-12,1238,Battery 200Ah,Repair,3,380286,Abuja,Ada,No,Cash,1140858,
2024-11-23,4215,Solar Panel 300W,Product Purchase,5,99482,Kano,Tunde,Yes,Cash,497410,2024-11-30
2024-04-12,8541,Inverter 3.5kVA,Site Inspection,4,237792,Lagos,John,Yes,Online Gateway,951168,2024-04-25
2024-03-03,4647,Battery 200Ah,Site Inspection,8,219398,Ibadan,Michael,No,Online Gateway,1755184,
2024-06-23,6408,Solar Panel 300W,Maintenance,9,62438,Kano,Michael,Yes,Transfer,561942,2024-06-29
2024-10-08,7340,Solar Panel 300W,Installation,8,185567,Port Harcourt,John,No,POS,1484536,
