Date,Month,Year,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
7/10/2024,July,2024,7365,Solar Panel 300W,Repair,5,"?178,537",Lagos,John,Yes,Online Gateway,"?892,685",7/24/2024
11/18/2024,November,2024,9401,Inverter 3.5kVA,Installation,3,"?116,041",Ibadan,John,No,Online Gateway,"?348,123",
7/28/2024,July,2024,4943,Solar Panel 500W,Repair,7,"?238,599",Abuja,John,No,Cash,"?1,670,193",
4/12/2024,April,2024,5869,Battery 200Ah,Site Inspection,6,"?320,711",Port Harcourt,Stella,No,Transfer,"?1,924,266",
11/24/2024,November,2024,9128,Accessories,Installation,9,"?261,564",Abuja,Ada,Yes,POS,"?2,354,076",11/29/2024
5/12/2024,May,2024,1877,Accessories,Repair,4,"?121,325",Ibadan,Grace,No,Transfer,"?485,300",
11/18/2024,November,2024,5795,Solar Panel 500W,Product Purchase,4,"?188,984",Enugu,Stella,No,Transfer,"?755,936",
5/18/2024,May,2024,8791,Solar Panel 300W,Site Inspection,9,"?430,621",Lagos,Stella,Yes,POS,"?3,875,589",5/25/2024
4/30/2024,April,2024,3523,Charge Controller,Installation,2,"?112,114",Port Harcourt,Grace,No,Cash,"?224,228",
4/3/2024,April,2024,7270,Charge Controller,Site Inspection,2,"?305,117",Lagos,John,No,Online Gateway,"?610,234",
5/8/2024,May,2024,9583,Accessories,Installation,9,"?36,302",Kano,John,No,Online Gateway,"?326,718",
3/31/2024,March,2024,7623,Charge Controller,Site Inspection,7,"?238,147",Lagos,John,Yes,Online Gateway,"?1,667,029",4/4/2024
4/1/2024,April,2024,6088,Solar Panel 500W,Product Purchase,5,"?61,897",Enugu,Grace,No,Transfer,"?309,485",
3/3/2024,March,2024,8564,Charge Controller,Repair,5,"?314,317",Ibadan,Ada,Yes,Transfer,"?1,571,585",3/8/2024
1/29/2024,January,2024,8066,Inverter 3.5kVA,Maintenance,9,"?249,174",Ibadan,Ada,No,Online Gateway,"?2,242,566",
7/28/2024,July,2024,7545,Accessories,Maintenance,5,"?258,048",Kano,Grace,No,POS,"?1,290,240",
1/12/2024,January,2024,3321,Battery 200Ah,Maintenance,9,"?263,335",Lagos,John,Yes,Cash,"?2,370,015",1/21/2024
11/28/2024,November,2024,9149,Charge Controller,Installation,8,"?436,166",Enugu,Stella,Yes,POS,"?3,489,328",11/29/2024
10/23/2024,October,2024,9125,Inverter 3.5kVA,Repair,6,"?314,704",Ibadan,Ada,Yes,POS,"?1,888,224",11/5/2024
5/9/2024,May,2024,9330,Inverter 3.5kVA,Installation,5,"?346,393",Ibadan,Tunde,Yes,Transfer,"?1,731,965",5/18/2024
10/19/2024,October,2024,9294,Solar Panel 500W,Installation,5,"?174,396",Ibadan,Stella,Yes,Cash,"?871,980",11/1/2024
6/21/2024,June,2024,6333,Accessories,Installation,5,"?253,172",Ibadan,Grace,No,Online Gateway,"?1,265,860",
7/26/2024,July,2024,9675,Solar Panel 500W,Installation,1,"?124,846",Abuja,Stella,No,Transfer,"?124,846",
1/24/2024,January,2024,8858,Battery 200Ah,Repair,5,"?92,524",Port Harcourt,Michael,No,Cash,"?462,620",
4/8/2024,April,2024,5319,Battery 200Ah,Maintenance,3,"?173,348",Abuja,Ada,Yes,Online Gateway,"?520,044",4/19/2024
12/21/2024,December,2024,6389,Solar Panel 300W,Site Inspection,6,"?139,530",Ibadan,Tunde,Yes,POS,"?837,180",12/30/2024
5/18/2024,May,2024,2848,Battery 200Ah,Installation,9,"?216,024",Enugu,Ada,No,Cash,"?1,944,216",
11/9/2024,November,2024,4205,Accessories,Repair,3,"?26,740",Lagos,Stella,Yes,Transfer,"?80,220",11/16/2024
6/22/2024,June,2024,3161,Accessories,Product Purchase,1,"?424,903",Abuja,Grace,Yes,Cash,"?424,903",6/24/2024
1/29/2024,January,2024,2464,Solar Panel 500W,Site Inspection,8,"?392,350",Kano,Ada,Yes,Cash,"?3,138,800",2/7/2024
5/22/2024,May,2024,1643,Inverter 3.5kVA,Installation,9,"?44,598",Port Harcourt,Stella,Yes,Transfer,"?401,382",5/24/2024
11/11/2024,November,2024,6351,Solar Panel 300W,Installation,4,"?395,862",Lagos,Tunde,Yes,Transfer,"?1,583,448",11/25/2024
12/16/2024,December,2024,5553,Battery 200Ah,Site Inspection,5,"?204,356",Abuja,Stella,No,Transfer,"?1,021,780",
2/11/2024,February,2024,7518,Inverter 3.5kVA,Site Inspection,3,"?112,335",Port Harcourt,Grace,No,POS,"?337,005",
10/25/2024,October,2024,6723,Solar Panel 500W,Installation,8,"?365,399",Enugu,John,Yes,Online Gateway,"?2,923,192",11/8/2024
7/26/2024,July,2024,8946,Charge Controller,Repair,3,"?217,773",Abuja,Grace,Yes,Transfer,"?653,319",8/7/2024
11/25/2024,November,2024,1610,Solar Panel 300W,Product Purchase,4,"?189,910",Kano,Stella,No,POS,"?759,640",
7/10/2024,July,2024,5302,Accessories,Repair,7,"?391,911",Ibadan,John,No,Cash,"?2,743,377",
6/8/2024,June,2024,2543,Inverter 3.5kVA,Maintenance,2,"?356,275",Kano,Tunde,No,Cash,"?712,550",
3/4/2024,March,2024,2466,Solar Panel 500W,Maintenance,1,"?341,059",Ibadan,Tunde,Yes,Transfer,"?341,059",3/18/2024
8/30/2024,August,2024,7236,Solar Panel 500W,Maintenance,4,"?88,830",Port Harcourt,Stella,Yes,POS,"?355,320",9/11/2024
9/14/2024,September,2024,2181,Solar Panel 300W,Installation,8,"?400,752",Abuja,John,No,POS,"?3,206,016",
5/31/2024,May,2024,3146,Solar Panel 300W,Product Purchase,1,"?404,261",Abuja,Stella,No,POS,"?404,261",
8/2/2024,August,2024,3272,Battery 200Ah,Product Purchase,3,"?80,108",Kano,Tunde,Yes,Transfer,"?240,324",8/15/2024
11/17/2024,November,2024,5536,Battery 200Ah,Installation,4,"?50,218",Lagos,John,No,Transfer,"?200,872",
6/14/2024,June,2024,1719,Accessories,Installation,4,"?351,827",Port Harcourt,Michael,No,POS,"?1,407,308",
1/31/2024,January,2024,5680,Accessories,Installation,3,"?257,433",Enugu,Michael,No,Cash,"?772,299",
8/19/2024,August,2024,4472,Solar Panel 300W,Product Purchase,3,"?429,514",Ibadan,Tunde,Yes,Cash,"?1,288,542",8/30/2024
10/8/2024,October,2024,4642,Solar Panel 300W,Installation,7,"?40,315",Port Harcourt,Grace,No,Transfer,"?282,205",
1/29/2024,January,2024,1063,Inverter 3.5kVA,Site Inspection,8,"?253,161",Enugu,John,No,Transfer,"?2,025,288",
7/13/2024,July,2024,1559,Battery 200Ah,Site Inspection,4,"?193,391",Kano,Stella,Yes,POS,"?773,564",7/25/2024
11/29/2024,November,2024,8446,Solar Panel 500W,Site Inspection,8,"?182,389",Enugu,Grace,Yes,POS,"?1,459,112",12/10/2024
9/12/2024,September,2024,2733,Battery 200Ah,Installation,8,"?48,330",Abuja,Grace,Yes,POS,"?386,640",9/20/2024
10/7/2024,October,2024,9861,Battery 200Ah,Site Inspection,6,"?36,394",Ibadan,Tunde,Yes,Cash,"?218,364",10/13/2024
10/30/2024,October,2024,4894,Solar Panel 300W,Installation,1,"?377,147",Ibadan,Tunde,Yes,POS,"?377,147",11/7/2024
11/16/2024,November,2024,2542,Solar Panel 300W,Site Inspection,7,"?365,458",Enugu,Ada,No,Online Gateway,"?2,558,206",
11/18/2024,November,2024,3415,Battery 200Ah,Installation,7,"?122,220",Ibadan,Grace,No,POS,"?855,540",
12/11/2024,December,2024,7090,Charge Controller,Repair,5,"?176,653",Ibadan,Grace,Yes,Online Gateway,"?883,265",12/15/2024
10/20/2024,October,2024,6217,Charge Controller,Maintenance,6,"?401,457",Port Harcourt,Stella,Yes,Transfer,"?2,408,742",10/28/2024
3/27/2024,March,2024,6387,Accessories,Repair,9,"?30,010",Port Harcourt,Stella,No,Transfer,"?270,090",
5/28/2024,May,2024,6179,Battery 200Ah,Maintenance,3,"?163,798",Enugu,Michael,No,POS,"?491,394",
9/5/2024,September,2024,9187,Charge Controller,Maintenance,4,"?197,119",Kano,Ada,Yes,Online Gateway,"?788,476",9/14/2024
11/16/2024,November,2024,7643,Accessories,Site Inspection,9,"?152,300",Enugu,Grace,Yes,Transfer,"?1,370,700",11/17/2024
10/9/2024,October,2024,8660,Accessories,Maintenance,2,"?308,378",Enugu,Stella,No,POS,"?616,756",
12/27/2024,December,2024,3458,Battery 200Ah,Maintenance,9,"?395,932",Abuja,Grace,Yes,POS,"?3,563,388",1/6/2025
7/16/2024,July,2024,7028,Accessories,Repair,5,"?361,346",Enugu,Stella,Yes,POS,"?1,806,730",7/30/2024
2/13/2024,February,2024,6447,Solar Panel 300W,Maintenance,3,"?243,764",Enugu,Michael,Yes,Online Gateway,"?731,292",2/19/2024
12/21/2024,December,2024,5559,Solar Panel 300W,Installation,8,"?277,518",Abuja,Ada,Yes,Transfer,"?2,220,144",12/28/2024
1/28/2024,January,2024,3749,Solar Panel 300W,Installation,9,"?377,770",Port Harcourt,Ada,No,POS,"?3,399,930",
1/17/2024,January,2024,2948,Solar Panel 500W,Site Inspection,1,"?221,194",Kano,John,No,Transfer,"?221,194",
5/6/2024,May,2024,7306,Solar Panel 300W,Repair,5,"?175,656",Lagos,Grace,Yes,Cash,"?878,280",5/14/2024
6/16/2024,June,2024,9251,Solar Panel 300W,Product Purchase,9,"?371,129",Enugu,Tunde,Yes,Cash,"?3,340,161",6/22/2024
8/31/2024,August,2024,9092,Battery 200Ah,Repair,2,"?368,811",Enugu,John,Yes,Transfer,"?737,622",9/10/2024
3/16/2024,March,2024,9524,Charge Controller,Product Purchase,1,"?302,643",Enugu,Ada,No,Cash,"?302,643",
8/18/2024,August,2024,1189,Charge Controller,Maintenance,8,"?155,104",Ibadan,Grace,No,Cash,"?1,240,832",
7/22/2024,July,2024,7008,Solar Panel 300W,Product Purchase,6,"?45,089",Enugu,Michael,Yes,Cash,"?270,534",8/4/2024
9/4/2024,September,2024,8482,Solar Panel 300W,Maintenance,2,"?226,604",Abuja,John,Yes,POS,"?453,208",9/13/2024
10/28/2024,October,2024,1295,Solar Panel 300W,Repair,3,"?141,952",Ibadan,Michael,Yes,Online Gateway,"?425,856",11/5/2024
8/1/2024,August,2024,9368,Accessories,Repair,5,"?52,491",Abuja,Ada,Yes,Cash,"?262,455",8/10/2024
8/2/2024,August,2024,9168,Battery 200Ah,Site Inspection,1,"?98,971",Enugu,Grace,No,POS,"?98,971",
6/6/2024,June,2024,1799,Battery 200Ah,Site Inspection,2,"?160,941",Lagos,Michael,No,Transfer,"?321,882",
3/9/2024,March,2024,9997,Battery 200Ah,Maintenance,1,"?387,550",Enugu,John,Yes,Transfer,"?387,550",3/15/2024
3/25/2024,March,2024,8003,Charge Controller,Maintenance,7,"?160,085",Abuja,Ada,Yes,Cash,"?1,120,595",4/8/2024
9/23/2024,September,2024,9406,Solar Panel 500W,Installation,7,"?344,227",Enugu,Ada,No,POS,"?2,409,589",
3/9/2024,March,2024,3700,Charge Controller,Installation,5,"?279,508",Lagos,John,Yes,Online Gateway,"?1,397,540",3/11/2024
4/8/2024,April,2024,9788,Battery 200Ah,Installation,6,"?423,090",Abuja,Grace,Yes,Online Gateway,"?2,538,540",4/22/2024
12/12/2024,December,2024,6873,Inverter 3.5kVA,Repair,3,"?448,582",Port Harcourt,Tunde,No,Transfer,"?1,345,746",
8/3/2024,August,2024,5714,Solar Panel 500W,Product Purchase,2,"?398,315",Ibadan,John,No,Transfer,"?796,630",
6/9/2024,June,2024,7491,Solar Panel 300W,Maintenance,9,"?22,821",Kano,John,No,POS,"?205,389",
4/3/2024,April,2024,9333,Accessories,Site Inspection,2,"?281,758",Kano,Grace,No,Cash,"?563,516",
6/22/2024,June,2024,3839,Charge Controller,Maintenance,1,"?119,334",Abuja,Stella,Yes,Transfer,"?119,334",7/6/2024
6/13/2024,June,2024,4513,Accessories,Product Purchase,9,"?228,915",Kano,Ada,No,Cash,"?2,060,235",
4/24/2024,April,2024,2135,Solar Panel 500W,Maintenance,8,"?188,482",Enugu,Stella,Yes,Cash,"?1,507,856",5/7/2024
8/7/2024,August,2024,7357,Inverter 3.5kVA,Site Inspection,8,"?303,265",Ibadan,Stella,No,POS,"?2,426,120",
1/31/2024,January,2024,3247,Solar Panel 500W,Site Inspection,7,"?249,162",Port Harcourt,Stella,Yes,Cash,"?1,744,134",2/2/2024
1/11/2024,January,2024,7548,Charge Controller,Product Purchase,9,"?112,794",Port Harcourt,Michael,Yes,Transfer,"?1,015,146",1/23/2024
12/8/2024,December,2024,5516,Battery 200Ah,Site Inspection,3,"?21,758",Lagos,John,No,POS,"?65,274",
5/9/2024,May,2024,5102,Solar Panel 300W,Repair,8,"?169,923",Kano,Stella,No,Online Gateway,"?1,359,384",
4/14/2024,April,2024,2548,Battery 200Ah,Site Inspection,1,"?399,053",Enugu,Michael,No,Cash,"?399,053",
1/27/2024,January,2024,7532,Battery 200Ah,Product Purchase,1,"?210,745",Ibadan,Michael,No,POS,"?210,745",
8/14/2024,August,2024,5511,Charge Controller,Product Purchase,6,"?79,960",Kano,Ada,No,POS,"?479,760",
1/2/2024,January,2024,3831,Battery 200Ah,Maintenance,8,"?92,541",Ibadan,John,Yes,Online Gateway,"?740,328",1/11/2024
12/24/2024,December,2024,4062,Battery 200Ah,Site Inspection,8,"?321,008",Lagos,Grace,No,POS,"?2,568,064",
4/10/2024,April,2024,8975,Charge Controller,Site Inspection,1,"?312,170",Enugu,Tunde,No,Online Gateway,"?312,170",
1/21/2024,January,2024,4052,Charge Controller,Product Purchase,1,"?108,976",Kano,John,Yes,Cash,"?108,976",1/29/2024
2/27/2024,February,2024,8210,Inverter 3.5kVA,Maintenance,9,"?244,445",Port Harcourt,Michael,No,POS,"?2,200,005",
6/28/2024,June,2024,4539,Battery 200Ah,Maintenance,9,"?90,052",Lagos,John,Yes,Online Gateway,"?810,468",7/5/2024
12/6/2024,December,2024,1526,Solar Panel 500W,Repair,7,"?255,707",Enugu,Ada,Yes,Online Gateway,"?1,789,949",12/9/2024
12/14/2024,December,2024,3807,Solar Panel 300W,Repair,1,"?402,353",Kano,John,No,Cash,"?402,353",
1/20/2024,January,2024,2753,Accessories,Product Purchase,2,"?257,841",Port Harcourt,Michael,Yes,POS,"?515,682",2/1/2024
9/11/2024,September,2024,7882,Solar Panel 300W,Maintenance,8,"?439,397",Port Harcourt,Michael,No,Cash,"?3,515,176",
11/12/2024,November,2024,2654,Charge Controller,Maintenance,8,"?186,965",Ibadan,Stella,No,Online Gateway,"?1,495,720",
2/7/2024,February,2024,5841,Accessories,Repair,5,"?251,767",Port Harcourt,Michael,Yes,POS,"?1,258,835",2/20/2024
5/27/2024,May,2024,5041,Charge Controller,Repair,2,"?146,439",Abuja,Ada,No,Cash,"?292,878",
1/25/2024,January,2024,6024,Inverter 3.5kVA,Product Purchase,3,"?393,715",Kano,Michael,No,Transfer,"?1,181,145",
4/30/2024,April,2024,9965,Battery 200Ah,Maintenance,5,"?446,292",Kano,John,No,Transfer,"?2,231,460",
1/26/2024,January,2024,9734,Charge Controller,Product Purchase,3,"?431,129",Ibadan,Grace,Yes,POS,"?1,293,387",2/5/2024
6/17/2024,June,2024,5417,Charge Controller,Repair,1,"?183,916",Port Harcourt,Grace,No,Transfer,"?183,916",
11/18/2024,November,2024,9977,Solar Panel 300W,Site Inspection,6,"?369,029",Ibadan,Grace,Yes,Cash,"?2,214,174",11/26/2024
8/12/2024,August,2024,5635,Battery 200Ah,Repair,5,"?300,453",Abuja,Tunde,No,Transfer,"?1,502,265",
1/1/2024,January,2024,3883,Inverter 3.5kVA,Maintenance,3,"?395,545",Ibadan,Michael,Yes,Cash,"?1,186,635",1/6/2024
11/2/2024,November,2024,6884,Charge Controller,Product Purchase,9,"?337,052",Kano,Grace,No,Cash,"?3,033,468",
9/17/2024,September,2024,1448,Charge Controller,Maintenance,8,"?141,821",Enugu,Ada,Yes,Transfer,"?1,134,568",9/27/2024
1/13/2024,January,2024,4310,Charge Controller,Repair,7,"?345,881",Enugu,Ada,Yes,Online Gateway,"?2,421,167",1/18/2024
2/17/2024,February,2024,5585,Solar Panel 300W,Repair,2,"?360,984",Ibadan,Grace,No,Transfer,"?721,968",
11/8/2024,November,2024,9108,Charge Controller,Installation,5,"?236,871",Kano,Ada,Yes,Cash,"?1,184,355",11/18/2024
10/17/2024,October,2024,5409,Charge Controller,Repair,5,"?288,429",Lagos,Grace,No,Transfer,"?1,442,145",
11/27/2024,November,2024,8873,Solar Panel 300W,Maintenance,6,"?90,816",Abuja,Ada,No,Transfer,"?544,896",
4/3/2024,April,2024,7051,Charge Controller,Product Purchase,6,"?64,304",Abuja,John,No,POS,"?385,824",
9/17/2024,September,2024,9576,Battery 200Ah,Product Purchase,3,"?38,901",Kano,Stella,No,Cash,"?116,703",
10/4/2024,October,2024,1294,Battery 200Ah,Installation,4,"?366,240",Enugu,Tunde,No,Online Gateway,"?1,464,960",
12/24/2024,December,2024,2238,Solar Panel 300W,Maintenance,1,"?289,364",Lagos,Grace,No,POS,"?289,364",
7/23/2024,July,2024,9041,Battery 200Ah,Repair,1,"?323,836",Port Harcourt,Stella,Yes,Cash,"?323,836",7/28/2024
7/3/2024,July,2024,3816,Accessories,Site Inspection,5,"?155,334",Ibadan,Stella,No,Transfer,"?776,670",
6/23/2024,June,2024,2098,Accessories,Product Purchase,4,"?54,241",Port Harcourt,Stella,No,Online Gateway,"?216,964",
11/4/2024,November,2024,2737,Accessories,Maintenance,7,"?346,470",Lagos,John,No,Cash,"?2,425,290",
3/9/2024,March,2024,3189,Inverter 3.5kVA,Installation,7,"?251,272",Abuja,Tunde,Yes,Transfer,"?1,758,904",3/23/2024
4/13/2024,April,2024,3765,Charge Controller,Site Inspection,4,"?314,010",Port Harcourt,Michael,No,POS,"?1,256,040",
9/2/2024,September,2024,2222,Inverter 3.5kVA,Maintenance,2,"?170,032",Lagos,Michael,Yes,Cash,"?340,064",9/9/2024
6/9/2024,June,2024,7549,Battery 200Ah,Repair,4,"?442,043",Abuja,Grace,No,POS,"?1,768,172",
7/18/2024,July,2024,1410,Solar Panel 300W,Product Purchase,8,"?322,195",Enugu,Tunde,Yes,Cash,"?2,577,560",7/23/2024
8/3/2024,August,2024,3945,Accessories,Repair,2,"?158,085",Port Harcourt,Tunde,No,POS,"?316,170",
7/30/2024,July,2024,9102,Solar Panel 300W,Installation,5,"?235,593",Enugu,Ada,Yes,Transfer,"?1,177,965",8/5/2024
1/16/2024,January,2024,5786,Inverter 3.5kVA,Product Purchase,7,"?266,710",Abuja,Stella,Yes,Cash,"?1,866,970",1/21/2024
11/27/2024,November,2024,1786,Battery 200Ah,Site Inspection,6,"?24,633",Kano,Ada,Yes,POS,"?147,798",12/3/2024
7/23/2024,July,2024,3109,Charge Controller,Product Purchase,9,"?377,714",Abuja,John,Yes,Transfer,"?3,399,426",7/30/2024
12/30/2024,December,2024,6446,Battery 200Ah,Repair,2,"?426,848",Abuja,John,No,Transfer,"?853,696",
2/8/2024,February,2024,6835,Accessories,Maintenance,4,"?330,785",Lagos,Tunde,Yes,Cash,"?1,323,140",2/17/2024
3/29/2024,March,2024,2986,Battery 200Ah,Maintenance,7,"?186,546",Lagos,John,No,Cash,"?1,305,822",
9/12/2024,September,2024,9126,Solar Panel 300W,Maintenance,8,"?122,096",Ibadan,Tunde,No,Cash,"?976,768",
9/10/2024,September,2024,8300,Solar Panel 500W,Installation,5,"?275,364",Lagos,Michael,Yes,POS,"?1,376,820",9/23/2024
8/3/2024,August,2024,6709,Accessories,Installation,5,"?55,754",Kano,Stella,No,Transfer,"?278,770",
10/29/2024,October,2024,3403,Charge Controller,Maintenance,4,"?343,515",Kano,John,Yes,Transfer,"?1,374,060",11/5/2024
6/20/2024,June,2024,9262,Accessories,Site Inspection,9,"?209,683",Enugu,Ada,Yes,Cash,"?1,887,147",6/27/2024
5/16/2024,May,2024,5401,Accessories,Repair,4,"?252,967",Abuja,John,No,Transfer,"?1,011,868",
6/26/2024,June,2024,7701,Charge Controller,Site Inspection,3,"?353,200",Lagos,Grace,No,Transfer,"?1,059,600",
3/17/2024,March,2024,4295,Accessories,Maintenance,9,"?212,615",Ibadan,Stella,No,Cash,"?1,913,535",
7/6/2024,July,2024,9953,Solar Panel 300W,Repair,7,"?417,174",Lagos,John,Yes,Online Gateway,"?2,920,218",7/10/2024
1/15/2024,January,2024,3121,Battery 200Ah,Installation,9,"?375,880",Ibadan,Tunde,No,Transfer,"?3,382,920",
10/18/2024,October,2024,4582,Solar Panel 300W,Product Purchase,4,"?302,119",Abuja,John,Yes,Transfer,"?1,208,476",10/24/2024
11/14/2024,November,2024,5197,Battery 200Ah,Product Purchase,3,"?407,038",Enugu,Michael,Yes,Online Gateway,"?1,221,114",11/15/2024
11/20/2024,November,2024,6700,Solar Panel 500W,Repair,8,"?118,425",Enugu,Michael,Yes,Online Gateway,"?947,400",12/3/2024
8/1/2024,August,2024,8232,Accessories,Site Inspection,4,"?48,096",Kano,John,No,Cash,"?192,384",
7/26/2024,July,2024,5288,Solar Panel 500W,Repair,3,"?363,794",Lagos,Ada,No,POS,"?1,091,382",
6/17/2024,June,2024,2085,Inverter 3.5kVA,Site Inspection,4,"?303,491",Lagos,John,No,Cash,"?1,213,964",
11/25/2024,November,2024,9645,Battery 200Ah,Site Inspection,2,"?62,486",Kano,Tunde,No,Transfer,"?124,972",
10/6/2024,October,2024,3621,Solar Panel 300W,Product Purchase,4,"?82,148",Kano,Tunde,No,Cash,"?328,592",
10/31/2024,October,2024,9810,Solar Panel 300W,Installation,7,"?371,429",Enugu,Tunde,Yes,Cash,"?2,600,003",11/11/2024
5/25/2024,May,2024,9828,Accessories,Maintenance,3,"?437,219",Enugu,Ada,Yes,Online Gateway,"?1,311,657",6/7/2024
9/19/2024,September,2024,3348,Solar Panel 300W,Installation,1,"?308,026",Enugu,Michael,No,Transfer,"?308,026",
1/4/2024,January,2024,5874,Inverter 3.5kVA,Maintenance,8,"?199,469",Port Harcourt,Tunde,Yes,Transfer,"?1,595,752",1/17/2024
3/30/2024,March,2024,4036,Charge Controller,Product Purchase,6,"?17,004",Port Harcourt,Tunde,Yes,POS,"?102,024",4/1/2024
2/29/2024,February,2024,3349,Solar Panel 300W,Maintenance,3,"?120,073",Port Harcourt,John,Yes,POS,"?360,219",3/3/2024
11/6/2024,November,2024,6743,Accessories,Site Inspection,8,"?168,080",Kano,Michael,No,Online Gateway,"?1,344,640",
1/16/2024,January,2024,5432,Solar Panel 500W,Repair,6,"?201,943",Port Harcourt,Tunde,No,Transfer,"?1,211,658",
8/14/2024,August,2024,7175,Solar Panel 300W,Maintenance,1,"?362,074",Lagos,Tunde,Yes,POS,"?362,074",8/15/2024
1/29/2024,January,2024,8265,Solar Panel 300W,Installation,9,"?215,853",Kano,John,Yes,POS,"?1,942,677",2/3/2024
5/30/2024,May,2024,7103,Solar Panel 300W,Product Purchase,9,"?286,944",Lagos,John,Yes,Cash,"?2,582,496",6/6/2024
9/1/2024,September,2024,8358,Accessories,Product Purchase,9,"?329,414",Kano,Stella,Yes,Cash,"?2,964,726",9/4/2024
9/26/2024,September,2024,3031,Charge Controller,Repair,6,"?195,007",Abuja,John,No,POS,"?1,170,042",
3/19/2024,March,2024,2249,Solar Panel 300W,Site Inspection,6,"?113,665",Lagos,John,No,Cash,"?681,990",
10/15/2024,October,2024,7808,Charge Controller,Site Inspection,4,"?246,797",Kano,Stella,Yes,Cash,"?987,188",10/20/2024
6/1/2024,June,2024,4556,Charge Controller,Product Purchase,8,"?62,874",Ibadan,Tunde,Yes,Transfer,"?502,992",6/10/2024
10/3/2024,October,2024,9519,Inverter 3.5kVA,Site Inspection,9,"?314,102",Kano,Grace,No,POS,"?2,826,918",
10/5/2024,October,2024,9988,Solar Panel 500W,Repair,7,"?448,252",Abuja,John,No,POS,"?3,137,764",
2/26/2024,February,2024,6299,Solar Panel 300W,Product Purchase,7,"?313,373",Kano,Ada,No,Online Gateway,"?2,193,611",
7/4/2024,July,2024,4094,Solar Panel 300W,Site Inspection,2,"?231,973",Abuja,Stella,Yes,Online Gateway,"?463,946",7/7/2024
4/2/2024,April,2024,3977,Solar Panel 300W,Maintenance,2,"?225,514",Port Harcourt,Grace,Yes,Transfer,"?451,028",4/11/2024
10/2/2024,October,2024,1962,Charge Controller,Maintenance,2,"?30,289",Lagos,Grace,No,Transfer,"?60,578",
6/6/2024,June,2024,6725,Battery 200Ah,Site Inspection,4,"?287,465",Abuja,Stella,No,Transfer,"?1,149,860",
10/1/2024,October,2024,6489,Solar Panel 500W,Maintenance,9,"?375,441",Ibadan,Grace,No,Cash,"?3,378,969",
6/29/2024,June,2024,2268,Accessories,Repair,5,"?167,184",Lagos,Tunde,Yes,Transfer,"?835,920",7/11/2024
12/24/2024,December,2024,6279,Solar Panel 300W,Installation,2,"?287,796",Kano,Grace,Yes,Online Gateway,"?575,592",12/28/2024
3/17/2024,March,2024,1372,Battery 200Ah,Repair,4,"?426,650",Kano,Grace,No,Transfer,"?1,706,600",
5/30/2024,May,2024,5380,Battery 200Ah,Repair,7,"?273,060",Abuja,John,No,Online Gateway,"?1,911,420",
8/25/2024,August,2024,8617,Battery 200Ah,Site Inspection,5,"?101,179",Ibadan,Ada,Yes,Online Gateway,"?505,895",9/5/2024
10/15/2024,October,2024,7279,Solar Panel 500W,Repair,8,"?281,856",Abuja,Tunde,Yes,Transfer,"?2,254,848",10/20/2024
8/18/2024,August,2024,1095,Battery 200Ah,Site Inspection,1,"?24,560",Ibadan,John,Yes,Transfer,"?24,560",8/30/2024
1/18/2024,January,2024,5369,Accessories,Product Purchase,5,"?121,331",Enugu,Tunde,Yes,Cash,"?606,655",1/19/2024
3/13/2024,March,2024,4941,Solar Panel 300W,Site Inspection,4,"?68,413",Abuja,Grace,Yes,POS,"?273,652",3/17/2024
7/7/2024,July,2024,8021,Accessories,Site Inspection,3,"?354,018",Port Harcourt,Stella,No,Transfer,"?1,062,054",
1/17/2024,January,2024,4944,Solar Panel 300W,Product Purchase,7,"?365,267",Port Harcourt,Stella,Yes,Online Gateway,"?2,556,869",1/19/2024
1/19/2024,January,2024,6868,Inverter 3.5kVA,Installation,1,"?70,016",Port Harcourt,John,No,Online Gateway,"?70,016",
8/6/2024,August,2024,6396,Charge Controller,Product Purchase,6,"?37,909",Abuja,Tunde,Yes,Transfer,"?227,454",8/10/2024
11/21/2024,November,2024,9041,Battery 200Ah,Site Inspection,8,"?308,960",Lagos,Grace,No,POS,"?2,471,680",
4/29/2024,April,2024,1131,Accessories,Maintenance,2,"?226,733",Kano,John,No,POS,"?453,466",
4/10/2024,April,2024,8290,Charge Controller,Site Inspection,6,"?367,916",Lagos,Grace,No,Transfer,"?2,207,496",
2/3/2024,February,2024,7516,Charge Controller,Product Purchase,1,"?429,842",Kano,Michael,Yes,Transfer,"?429,842",2/16/2024
3/24/2024,March,2024,6906,Charge Controller,Site Inspection,6,"?35,946",Ibadan,John,No,POS,"?215,676",
7/14/2024,July,2024,1807,Charge Controller,Product Purchase,6,"?415,672",Port Harcourt,Grace,No,Online Gateway,"?2,494,032",
11/25/2024,November,2024,1050,Charge Controller,Repair,5,"?335,003",Port Harcourt,Michael,No,Transfer,"?1,675,015",
7/20/2024,July,2024,6277,Solar Panel 300W,Installation,7,"?341,112",Kano,Stella,Yes,Cash,"?2,387,784",7/29/2024
12/9/2024,December,2024,1055,Solar Panel 500W,Installation,5,"?152,452",Port Harcourt,Ada,Yes,Transfer,"?762,260",12/15/2024
12/6/2024,December,2024,4664,Battery 200Ah,Product Purchase,8,"?367,427",Lagos,Stella,Yes,Transfer,"?2,939,416",12/8/2024
